Threshold,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7
0.01,27.7071,27.774,27.694,27.7023,27.7108,27.7972,27.8582,27.9472,28.0528,28.1706,28.3014,28.4232,28.5412,28.6899,28.8993,29.0405,29.2602,29.5225,29.8699,30.2823,30.828,31.5109,32.7667,34.8997,53.8377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06,27.7071,27.774,27.694,27.7023,27.7108,27.7972,27.8582,27.9472,28.0528,28.1706,28.3014,28.4232,28.5412,28.6899,28.8993,29.0405,29.2602,29.5225,29.8699,30.2823,30.828,31.5109,32.7667,34.8997,53.8377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.11,27.7071,27.774,27.694,27.7023,27.7108,27.7972,27.8582,27.9472,28.0528,28.1706,28.3014,28.4232,28.5412,28.6899,28.8993,29.0405,29.2602,29.5225,29.8699,30.2823,30.828,31.5109,32.7667,34.8997,53.8377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16,27.7071,27.774,27.694,27.7023,27.7108,27.7972,27.8582,27.9472,28.0528,28.1706,28.3014,28.4232,28.5412,28.6899,28.8993,29.0405,29.2602,29.5225,29.8699,30.2823,30.828,31.5109,32.7667,34.8997,53.8377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.21,27.7071,27.774,27.694,27.7023,27.7108,27.7972,27.8582,27.9472,28.0528,28.1706,28.3014,28.4232,28.5412,28.6899,28.8993,29.0405,29.2602,29.5225,29.8699,30.2823,30.828,31.5109,32.7667,34.8997,53.8377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.26,27.7071,27.774,27.694,27.7023,27.7108,27.7972,27.8582,27.9472,28.0528,28.1706,28.3014,28.4232,28.5412,28.6899,28.8993,29.0405,29.2602,29.5225,29.8699,30.2823,30.828,31.5109,32.7667,34.8997,55.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.31,27.7071,27.774,27.694,27.7023,27.7108,27.7972,27.8582,27.9472,28.0528,28.1706,28.3014,28.4232,28.5412,28.6899,28.8993,29.0405,29.2602,29.5225,29.8699,30.2823,30.828,31.5109,32.7667,35.0339,44.6376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.36,27.7071,27.774,27.694,27.7023,27.7108,27.7972,27.8582,27.9472,28.0528,28.1706,28.3014,28.4479,28.5412,28.6899,28.8993,29.0405,29.2602,29.5225,29.8699,30.2823,30.828,31.5109,32.7667,34.824,67.5645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.41,27.7071,27.774,27.694,27.7023,27.7108,27.7972,27.8582,27.9371,28.0528,28.1548,28.3011,28.4514,28.5412,28.6899,28.8993,29.0405,29.297,29.5225,29.8985,30.2823,30.8195,31.5109,32.9941,35.2931,40.9783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.46,27.7071,27.774,27.694,27.7023,27.7108,27.7972,27.8582,27.9371,28.0528,28.1548,28.3011,28.4413,28.5412,28.6899,28.8993,29.042,29.2976,29.5225,29.8985,30.2823,30.8195,31.5626,32.7627,35.3516,52.1812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.51,27.7071,27.774,27.694,27.7023,27.712,27.7892,27.8533,27.9497,28.0532,28.1657,28.322,28.4287,28.5567,28.6918,28.8637,29.0751,29.3178,29.5609,29.8583,30.305,30.8448,31.652,32.8782,34.8081,49.3171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.56,27.7071,27.774,27.694,27.7023,27.712,27.7892,27.8533,27.9497,28.0532,28.1657,28.322,28.4287,28.5567,28.6918,28.8637,29.0751,29.2396,29.4918,29.9033,30.2715,30.8453,31.4905,32.7045,35.1787,52.6088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.61,27.7071,27.774,27.694,27.7023,27.712,27.7892,27.8454,27.9497,28.048,28.1657,28.3184,28.4221,28.5512,28.687,28.8821,29.0492,29.2734,29.5485,29.8661,30.3266,30.8199,31.6636,33.0157,34.7608,60.7516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.66,27.7071,27.774,27.694,27.7023,27.712,27.7892,27.8454,27.9497,28.048,28.1657,28.3184,28.4221,28.5512,28.687,28.8821,29.0492,29.2815,29.5485,29.901,30.3426,30.7637,31.4913,32.8315,35.2247,41.2503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

