K,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7
4,13.9034,13.82,13.9307,13.9664,13.9632,13.9815,13.9471,14.0268,14.0367,14.0669,14.0817,14.0943,14.0942,14.1116,14.1164,14.1153,14.0884,14.0851,14.0774,14.0714,14.085,14.0956,14.1035,14.1299,14.1299,14.1395,14.1467,14.1633,14.1682,14.1804,14.1837,14.2184,14.2409,14.2717,14.2898,14.3164,14.3492,14.4099,14.4356,14.4837,14.5488,14.6246,14.6792,14.8403,15.0065,15.2756,15.6026,16.4134,21.4881,40.9949,70.5826,123.875,179.61,246.309,305.854,378.905,468.355,475.391,,,,,,,,,,,,
5,17.8059,17.6492,17.7131,17.816,17.8009,17.8284,17.8002,17.805,17.8132,17.8499,17.8594,17.8704,17.888,17.8778,17.8905,17.892,17.8856,17.9153,17.9335,17.9537,17.987,17.9848,18.003,18.019,18.0373,18.0653,18.0888,18.124,18.1543,18.1958,18.2305,18.2655,18.327,18.4153,18.4614,18.5202,18.5901,18.7208,18.8514,18.9736,19.1221,19.3255,19.579,19.9562,20.8058,31.5208,49.5197,83.8531,99.216,147.429,207.313,268.166,418.7,456.915,,,,,,,,,,,,,,,,
6,19.2852,19.0721,19.1041,19.1124,19.1201,19.1124,19.0873,19.1299,19.1791,19.1369,19.1487,19.1741,19.1745,19.1694,19.1816,19.2049,19.2299,19.2528,19.2759,19.2982,19.3168,19.339,19.3458,19.3646,19.405,19.4407,19.4949,19.5514,19.6072,19.7455,19.8422,21.8075,39.2444,68.4316,101.694,127.991,152.928,180.483,239.789,271.896,293.452,322.256,371.149,400.201,415.852,492.19,,,,,,,,,,,,,,,,,,,,,,,,
7,21.7654,21.6598,21.8641,21.8071,21.843,21.8839,21.9673,22.0048,22.0352,22.0687,22.0929,22.1111,22.1174,22.1368,22.1455,22.1657,22.2074,22.2387,22.2496,22.2722,22.29,22.326,22.3865,22.4285,22.4779,22.5262,22.6201,22.7394,22.8881,23.0832,23.4371,24.067,28.6983,49.2274,117.192,177.367,233.999,298.429,342.74,445.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,27.706,27.7623,27.6664,27.6526,27.6385,27.6956,27.7267,27.7765,27.8384,27.8978,27.9964,28.0567,28.1188,28.1748,28.2585,28.3621,28.494,28.6988,29.0942,29.9632,39.3747,144.407,356.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,31.7441,31.8954,31.886,31.8787,31.8807,31.9147,31.9817,32.0682,32.1448,32.2352,32.3293,32.4309,32.5358,32.6709,32.8318,33.0439,33.3186,33.9387,37.5255,106.869,246.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,30.9463,31.1025,31.2048,31.2368,31.1214,31.2448,31.2839,31.3781,31.4433,31.4698,31.5184,31.5964,31.6831,31.8035,31.977,32.1992,32.8476,125.824,239.162,426.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
